trial_id,optimizer_config__optimizer_params,optimizer_config__optimizer,model_config__virtual_batch_size,model_config__n_layers,model_config__k,model_config__dropout_rate,model_config__block_activation,model_config__abstlay_dim_2,model_config__abstlay_dim_1,model,loss_0,loss,accuracy,auroc,model_config__transformer_head_dim,model_config__transformer_activation,model_config__shared_embedding_fraction,model_config__share_embedding_strategy,model_config__share_embedding,model_config__num_heads,model_config__num_attn_blocks,model_config__input_embed_dim,model_config__ff_hidden_multiplier,model_config__ff_dropout,model_config__embedding_initialization,model_config__embedding_dropout,model_config__embedding_bias,model_config__attn_dropout,model_config__add_norm_dropout,model_config__use_batch_norm,model_config__initialization,model_config__has_residuals,model_config__embedding_dim,model_config__dropout,model_config__deep_layers,model_config__attn_embed_dim,model_config__attn_dropouts,model_config__attention_pooling,model_config__activation,model_config__n_steps,model_config__n_shared,model_config__n_independent,model_config__n_d,model_config__n_a,model_config__mask_type,model_config__gamma,model_config__batch_norm_continuous_input
42,{'weight_decay': 0.01},AdamW,,,,,,,,TabTransformerModel,0.5880826115608215,0.5880826115608215,0.7288135886192322,0.7744360566139221,,GEGLU,0.5,add,True,4.0,6.0,32.0,2.0,0.1,kaiming_uniform,0.1,False,0.2,0.2,,,,,,,,,,,,,,,,,,
43,{'weight_decay': 0.001},Adam,,,,,,,,TabTransformerModel,0.7985348105430603,0.7985348105430603,0.6101694703102112,0.6428571939468384,16.0,SwiGLU,0.75,fraction,True,4.0,2.0,32.0,8.0,0.0,kaiming_normal,0.1,True,0.2,0.1,,,,,,,,,,,,,,,,,,
44,{'weight_decay': 0.01},Adam,,,,,,,,TabTransformerModel,0.6362602710723877,0.6362602710723877,0.6779661178588867,0.7393483519554138,,ReGLU,0.75,fraction,False,4.0,6.0,64.0,4.0,0.1,kaiming_uniform,0.1,False,0.2,0.0,,,,,,,,,,,,,,,,,,
45,{'weight_decay': 0.001},AdamW,,,,,,,,TabTransformerModel,0.7173247337341309,0.7173247337341309,0.6610169410705566,0.7318295240402222,,GEGLU,0.75,add,True,8.0,6.0,16.0,8.0,0.0,kaiming_uniform,0.1,False,0.2,0.0,,,,,,,,,,,,,,,,,,
46,{'weight_decay': 0.001},Adam,,,,,,,,TabTransformerModel,0.6333091259002686,0.6333091259002686,0.6440678238868713,0.7343358397483826,,SwiGLU,0.75,fraction,True,4.0,6.0,16.0,8.0,0.0,kaiming_uniform,0.1,False,0.2,0.0,,,,,,,,,,,,,,,,,,
47,{'weight_decay': 0.001},Adam,,,,,,,,TabTransformerModel,0.6240163445472717,0.6240163445472717,0.6440678238868713,0.6541353464126587,,GEGLU,0.75,add,True,16.0,4.0,64.0,4.0,0.1,kaiming_uniform,0.2,False,0.2,0.2,,,,,,,,,,,,,,,,,,
48,{'weight_decay': 0.001},Adam,,,,,,,,TabTransformerModel,0.613542377948761,0.613542377948761,0.6610169410705566,0.7318295836448669,32.0,ReGLU,0.25,fraction,False,16.0,6.0,32.0,8.0,0.2,kaiming_normal,0.0,True,0.1,0.0,,,,,,,,,,,,,,,,,,
49,{'weight_decay': 0.01},Adam,,,,,,,,TabTransformerModel,0.6995123028755188,0.6995123028755188,0.6440678238868713,0.6127820014953613,,GEGLU,0.25,fraction,False,8.0,4.0,64.0,8.0,0.1,kaiming_uniform,0.0,True,0.0,0.0,,,,,,,,,,,,,,,,,,
50,{'weight_decay': 0.001},Adam,,,,,,,,TabTransformerModel,0.6807585954666138,0.6807585954666138,0.7288135886192322,0.6516290903091431,32.0,SwiGLU,0.25,add,True,16.0,4.0,32.0,2.0,0.1,kaiming_normal,0.2,True,0.1,0.0,,,,,,,,,,,,,,,,,,
51,{'weight_decay': 0.001},AdamW,,,,,,,,TabTransformerModel,0.5616073608398438,0.5616073608398438,0.6779661178588867,0.7957394123077393,32.0,SwiGLU,0.75,add,False,8.0,2.0,32.0,4.0,0.0,kaiming_uniform,0.1,True,0.2,0.0,,,,,,,,,,,,,,,,,,
52,{'weight_decay': 0.01},AdamW,,,,,,,,TabTransformerModel,0.6779525876045227,0.6779525876045227,0.6271186470985413,0.7330827116966248,,GEGLU,0.5,add,True,4.0,4.0,64.0,8.0,0.1,kaiming_uniform,0.1,True,0.0,0.1,,,,,,,,,,,,,,,,,,
53,{'weight_decay': 0.001},AdamW,,,,,,,,TabTransformerModel,0.7153472900390625,0.7153472900390625,0.6271186470985413,0.5939849615097046,16.0,ReGLU,0.25,add,False,4.0,6.0,64.0,2.0,0.1,kaiming_normal,0.0,True,0.2,0.0,,,,,,,,,,,,,,,,,,
54,{'weight_decay': 0.001},AdamW,,,,,,,,TabTransformerModel,0.6028746962547302,0.6028746962547302,0.6779661178588867,0.7406015396118164,,ReGLU,0.75,add,True,8.0,4.0,32.0,8.0,0.1,kaiming_normal,0.2,False,0.0,0.1,,,,,,,,,,,,,,,,,,
55,{'weight_decay': 0.01},AdamW,,,,,,,,TabTransformerModel,0.6555007100105286,0.6555007100105286,0.6610169410705566,0.7418546676635742,16.0,SwiGLU,0.5,add,True,16.0,4.0,32.0,8.0,0.2,kaiming_uniform,0.0,True,0.2,0.1,,,,,,,,,,,,,,,,,,
56,{'weight_decay': 0.01},Adam,,,,,,,,TabTransformerModel,0.6561248898506165,0.6561248898506165,0.6271186470985413,0.719298243522644,32.0,GEGLU,0.5,fraction,False,8.0,2.0,32.0,4.0,0.2,kaiming_normal,0.2,True,0.1,0.0,,,,,,,,,,,,,,,,,,
57,{'weight_decay': 0.001},AdamW,,,,,,,,TabTransformerModel,0.69959557056427,0.69959557056427,0.6610169410705566,0.7030075192451477,32.0,SwiGLU,0.75,add,False,4.0,6.0,16.0,8.0,0.1,kaiming_normal,0.1,True,0.0,0.1,,,,,,,,,,,,,,,,,,
58,{'weight_decay': 0.001},Adam,,,,,,,,TabTransformerModel,0.5662384629249573,0.5662384629249573,0.6779661178588867,0.7844611406326294,32.0,GEGLU,0.75,add,True,4.0,4.0,32.0,8.0,0.0,kaiming_uniform,0.1,False,0.2,0.2,,,,,,,,,,,,,,,,,,
59,{'weight_decay': 0.001},AdamW,,,,,,,,TabTransformerModel,0.6518731117248535,0.6518731117248535,0.7118644118309021,0.7117794752120972,,ReGLU,0.75,add,True,4.0,6.0,16.0,4.0,0.2,kaiming_uniform,0.0,True,0.2,0.2,,,,,,,,,,,,,,,,,,
60,{'weight_decay': 0.001},AdamW,,,,,,,,TabTransformerModel,0.6257504820823669,0.6257504820823669,0.7118644118309021,0.7606515884399414,16.0,GEGLU,0.25,fraction,True,8.0,4.0,64.0,4.0,0.1,kaiming_normal,0.2,False,0.1,0.1,,,,,,,,,,,,,,,,,,
61,{'weight_decay': 0.001},Adam,,,,,,,,TabTransformerModel,0.6957767009735107,0.6957767009735107,0.694915235042572,0.6591478586196899,32.0,GEGLU,0.5,add,False,16.0,6.0,32.0,8.0,0.2,kaiming_normal,0.1,False,0.1,0.0,,,,,,,,,,,,,,,,,,
62,{'weight_decay': 0.001},Adam,,,,,,,,TabTransformerModel,0.6005386114120483,0.6005386114120483,0.694915235042572,0.7030075192451477,32.0,ReGLU,0.5,fraction,True,4.0,6.0,16.0,8.0,0.0,kaiming_normal,0.0,True,0.0,0.1,,,,,,,,,,,,,,,,,,
63,{'weight_decay': 0.001},AdamW,,,,,,,,TabTransformerModel,0.6801984906196594,0.6801984906196594,0.6779661178588867,0.736842155456543,,ReGLU,0.25,fraction,False,8.0,4.0,32.0,8.0,0.2,kaiming_uniform,0.2,True,0.1,0.1,,,,,,,,,,,,,,,,,,
64,{'weight_decay': 0.001},Adam,,,,,,,,TabTransformerModel,0.641068160533905,0.641068160533905,0.6610169410705566,0.6942355632781982,32.0,ReGLU,0.25,add,True,4.0,6.0,16.0,8.0,0.1,kaiming_normal,0.1,True,0.1,0.1,,,,,,,,,,,,,,,,,,
65,{'weight_decay': 0.01},Adam,,,,,,,,TabTransformerModel,0.6139897704124451,0.6139897704124451,0.694915235042572,0.743107795715332,,GEGLU,0.25,fraction,True,16.0,6.0,16.0,8.0,0.1,kaiming_uniform,0.1,True,0.0,0.0,,,,,,,,,,,,,,,,,,
66,{'weight_decay': 0.01},AdamW,,,,,,,,TabTransformerModel,0.6235650777816772,0.6235650777816772,0.694915235042572,0.7518796920776367,,GEGLU,0.75,fraction,False,16.0,6.0,16.0,4.0,0.0,kaiming_uniform,0.2,False,0.2,0.0,,,,,,,,,,,,,,,,,,
67,{'weight_decay': 0.001},Adam,,,,,,,,TabTransformerModel,0.6434339284896851,0.6434339284896851,0.6779661178588867,0.7318295240402222,,ReGLU,0.25,fraction,False,8.0,4.0,64.0,4.0,0.2,kaiming_normal,0.1,True,0.2,0.2,,,,,,,,,,,,,,,,,,
68,{'weight_decay': 0.001},Adam,,,,,,,,TabTransformerModel,0.6065762042999268,0.6065762042999268,0.6271186470985413,0.6766917109489441,32.0,GEGLU,0.25,add,True,8.0,6.0,16.0,2.0,0.1,kaiming_normal,0.1,False,0.2,0.1,,,,,,,,,,,,,,,,,,
69,{'weight_decay': 0.001},AdamW,,,,,,,,TabTransformerModel,0.7240508794784546,0.7240508794784546,0.6271186470985413,0.635338306427002,16.0,GEGLU,0.25,fraction,False,4.0,4.0,16.0,8.0,0.2,kaiming_normal,0.1,False,0.1,0.0,,,,,,,,,,,,,,,,,,
70,{'weight_decay': 0.001},Adam,,,,,,,,TabTransformerModel,0.6491299867630005,0.6491299867630005,0.6779661178588867,0.7218044996261597,,SwiGLU,0.25,add,False,8.0,2.0,16.0,4.0,0.2,kaiming_normal,0.1,False,0.0,0.2,,,,,,,,,,,,,,,,,,
71,{'weight_decay': 0.001},Adam,,,,,,,,TabTransformerModel,0.6034294962882996,0.6034294962882996,0.7118644118309021,0.7819548845291138,,ReGLU,0.75,fraction,False,4.0,6.0,64.0,8.0,0.0,kaiming_normal,0.0,True,0.2,0.0,,,,,,,,,,,,,,,,,,
72,{'weight_decay': 0.001},Adam,,,,,,,,TabTransformerModel,0.6720911264419556,0.6720911264419556,0.6610169410705566,0.7418546676635742,16.0,GEGLU,0.5,fraction,False,4.0,2.0,16.0,4.0,0.0,kaiming_uniform,0.0,True,0.1,0.0,,,,,,,,,,,,,,,,,,
73,{'weight_decay': 0.001},AdamW,,,,,,,,TabTransformerModel,0.6422999501228333,0.6422999501228333,0.6610169410705566,0.6629072427749634,16.0,GEGLU,0.25,fraction,True,8.0,4.0,16.0,8.0,0.2,kaiming_normal,0.2,False,0.2,0.0,,,,,,,,,,,,,,,,,,
74,{'weight_decay': 0.001},Adam,,,,,,,,TabTransformerModel,0.709273636341095,0.709273636341095,0.7118644118309021,0.6804511547088623,,SwiGLU,0.5,add,True,16.0,2.0,64.0,8.0,0.2,kaiming_normal,0.1,False,0.0,0.0,,,,,,,,,,,,,,,,,,
75,{'weight_decay': 0.01},AdamW,,,,,,,,TabTransformerModel,0.7339795231819153,0.7339795231819153,0.6271186470985413,0.6315789222717285,16.0,GEGLU,0.5,fraction,False,4.0,6.0,16.0,2.0,0.0,kaiming_normal,0.2,True,0.2,0.0,,,,,,,,,,,,,,,,,,
76,{'weight_decay': 0.01},AdamW,,,,,,,,TabTransformerModel,0.6651850938796997,0.6651850938796997,0.6610169410705566,0.6553884744644165,32.0,SwiGLU,0.5,add,False,4.0,2.0,16.0,2.0,0.0,kaiming_normal,0.2,False,0.1,0.2,,,,,,,,,,,,,,,,,,
77,{'weight_decay': 0.001},AdamW,,,,,,,,TabTransformerModel,0.503423810005188,0.503423810005188,0.7627118825912476,0.8220551013946533,32.0,GEGLU,0.75,fraction,False,4.0,4.0,64.0,4.0,0.1,kaiming_uniform,0.1,False,0.2,0.2,,,,,,,,,,,,,,,,,,
78,{'weight_decay': 0.001},Adam,,,,,,,,TabTransformerModel,0.6865422129631042,0.6865422129631042,0.6610169410705566,0.7030074596405029,,SwiGLU,0.5,add,True,16.0,2.0,32.0,2.0,0.1,kaiming_normal,0.2,True,0.0,0.0,,,,,,,,,,,,,,,,,,
79,{'weight_decay': 0.01},AdamW,,,,,,,,TabTransformerModel,0.6727344989776611,0.6727344989776611,0.6101694703102112,0.6741855144500732,16.0,ReGLU,0.25,fraction,False,8.0,4.0,64.0,2.0,0.1,kaiming_normal,0.1,True,0.2,0.0,,,,,,,,,,,,,,,,,,
80,{'weight_decay': 0.001},AdamW,,,,,,,,TabTransformerModel,0.7350423336029053,0.7350423336029053,0.5932203531265259,0.6290726661682129,16.0,SwiGLU,0.5,add,False,4.0,4.0,64.0,8.0,0.0,kaiming_normal,0.2,True,0.1,0.1,,,,,,,,,,,,,,,,,,
81,{'weight_decay': 0.01},Adam,,,,,,,,TabTransformerModel,0.6501734852790833,0.6501734852790833,0.6440678238868713,0.6729323267936707,,GEGLU,0.25,add,False,16.0,6.0,32.0,2.0,0.1,kaiming_uniform,0.1,False,0.1,0.2,,,,,,,,,,,,,,,,,,
82,{'weight_decay': 0.001},Adam,,,,,,,,TabTransformerModel,0.6105181574821472,0.6105181574821472,0.6779661178588867,0.7456140518188477,,ReGLU,0.75,add,False,4.0,2.0,32.0,8.0,0.1,kaiming_normal,0.1,False,0.0,0.0,,,,,,,,,,,,,,,,,,
83,{'weight_decay': 0.001},AdamW,,,,,,,,TabTransformerModel,0.6736304759979248,0.6736304759979248,0.6101694703102112,0.645363450050354,16.0,GEGLU,0.5,fraction,True,16.0,6.0,16.0,4.0,0.1,kaiming_normal,0.1,False,0.0,0.1,,,,,,,,,,,,,,,,,,
84,{'weight_decay': 0.01},Adam,,,,,,,,TabTransformerModel,0.6362559199333191,0.6362559199333191,0.6101694703102112,0.7092732191085815,,GEGLU,0.5,add,True,16.0,6.0,32.0,2.0,0.0,kaiming_uniform,0.1,False,0.2,0.0,,,,,,,,,,,,,,,,,,
85,{'weight_decay': 0.001},AdamW,,,,,,,,TabTransformerModel,0.5505790114402771,0.5505790114402771,0.694915235042572,0.7669172883033752,32.0,ReGLU,0.5,fraction,False,8.0,4.0,16.0,4.0,0.0,kaiming_uniform,0.1,False,0.0,0.2,,,,,,,,,,,,,,,,,,
86,{'weight_decay': 0.01},Adam,,,,,,,,TabTransformerModel,0.6327148675918579,0.6327148675918579,0.6271186470985413,0.6954887509346008,32.0,ReGLU,0.25,add,False,4.0,6.0,32.0,4.0,0.0,kaiming_uniform,0.1,True,0.1,0.1,,,,,,,,,,,,,,,,,,
87,{'weight_decay': 0.001},Adam,,,,,,,,TabTransformerModel,0.679628312587738,0.679628312587738,0.694915235042572,0.621553897857666,16.0,SwiGLU,0.75,fraction,True,4.0,2.0,32.0,2.0,0.1,kaiming_uniform,0.1,True,0.0,0.2,,,,,,,,,,,,,,,,,,
88,{'weight_decay': 0.01},AdamW,,,,,,,,TabTransformerModel,0.6785545349121094,0.6785545349121094,0.6440678238868713,0.7506265640258789,,SwiGLU,0.25,fraction,False,8.0,4.0,64.0,2.0,0.2,kaiming_normal,0.0,True,0.2,0.0,,,,,,,,,,,,,,,,,,
89,{'weight_decay': 0.01},Adam,,,,,,,,TabTransformerModel,0.5468329787254333,0.5468329787254333,0.6610169410705566,0.7619047164916992,32.0,GEGLU,0.5,add,False,16.0,4.0,32.0,2.0,0.0,kaiming_normal,0.0,True,0.2,0.0,,,,,,,,,,,,,,,,,,
90,{'weight_decay': 0.001},AdamW,,,,,,,,TabTransformerModel,0.8139626383781433,0.8139626383781433,0.6101694703102112,0.6578947305679321,,ReGLU,0.25,add,False,8.0,6.0,32.0,8.0,0.0,kaiming_normal,0.1,False,0.2,0.0,,,,,,,,,,,,,,,,,,
91,{'weight_decay': 0.001},Adam,,,,,,,,TabTransformerModel,0.6258735656738281,0.6258735656738281,0.7457627058029175,0.7656641006469727,16.0,SwiGLU,0.25,fraction,True,4.0,2.0,16.0,8.0,0.1,kaiming_uniform,0.2,True,0.1,0.1,,,,,,,,,,,,,,,,,,
92,{'weight_decay': 0.01},Adam,,,,,,,,TabTransformerModel,0.5761221051216125,0.5761221051216125,0.6779661178588867,0.7443609237670898,16.0,GEGLU,0.25,fraction,False,16.0,4.0,32.0,4.0,0.2,kaiming_uniform,0.2,True,0.1,0.0,,,,,,,,,,,,,,,,,,
93,{'weight_decay': 0.001},AdamW,,,,,,,,TabTransformerModel,0.7302535772323608,0.7302535772323608,0.6610169410705566,0.6967418193817139,,ReGLU,0.25,fraction,True,4.0,4.0,32.0,2.0,0.0,kaiming_uniform,0.2,True,0.2,0.1,,,,,,,,,,,,,,,,,,
94,{'weight_decay': 0.01},Adam,,,,,,,,TabTransformerModel,0.6958268880844116,0.6958268880844116,0.6440678238868713,0.6553884744644165,16.0,SwiGLU,0.5,fraction,True,8.0,6.0,16.0,4.0,0.2,kaiming_uniform,0.1,False,0.2,0.2,,,,,,,,,,,,,,,,,,
95,{'weight_decay': 0.01},Adam,,,,,,,,TabTransformerModel,0.6862688064575195,0.6862688064575195,0.5423728823661804,0.591478705406189,32.0,SwiGLU,0.5,fraction,False,8.0,4.0,16.0,8.0,0.0,kaiming_uniform,0.0,True,0.1,0.0,,,,,,,,,,,,,,,,,,
96,{'weight_decay': 0.01},AdamW,,,,,,,,TabTransformerModel,0.6757828593254089,0.6757828593254089,0.6779661178588867,0.695488691329956,16.0,ReGLU,0.25,fraction,True,16.0,6.0,16.0,8.0,0.2,kaiming_normal,0.1,False,0.1,0.1,,,,,,,,,,,,,,,,,,
97,{'weight_decay': 0.01},Adam,,,,,,,,TabTransformerModel,0.6511191129684448,0.6511191129684448,0.5932203531265259,0.6378446221351624,16.0,ReGLU,0.5,add,False,8.0,4.0,32.0,8.0,0.0,kaiming_normal,0.0,True,0.1,0.1,,,,,,,,,,,,,,,,,,
98,{'weight_decay': 0.01},Adam,,,,,,,,TabTransformerModel,0.6685393452644348,0.6685393452644348,0.694915235042572,0.6979950070381165,16.0,ReGLU,0.75,add,False,16.0,4.0,16.0,8.0,0.1,kaiming_normal,0.0,True,0.1,0.0,,,,,,,,,,,,,,,,,,
99,{'weight_decay': 0.01},Adam,,,,,,,,TabTransformerModel,0.6349648833274841,0.6349648833274841,0.6271186470985413,0.7268170118331909,,SwiGLU,0.5,fraction,True,16.0,4.0,16.0,4.0,0.1,kaiming_uniform,0.0,True,0.0,0.0,,,,,,,,,,,,,,,,,,
100,{'weight_decay': 0.01},AdamW,,,,,,,,TabTransformerModel,0.7068906426429749,0.7068906426429749,0.6101694703102112,0.6766917109489441,16.0,ReGLU,0.25,fraction,False,8.0,6.0,64.0,2.0,0.2,kaiming_uniform,0.0,False,0.2,0.2,,,,,,,,,,,,,,,,,,
101,{'weight_decay': 0.01},Adam,,,,,,,,TabTransformerModel,0.6791634559631348,0.6791634559631348,0.6610169410705566,0.6729322671890259,16.0,SwiGLU,0.25,fraction,True,16.0,2.0,16.0,4.0,0.1,kaiming_uniform,0.1,True,0.2,0.1,,,,,,,,,,,,,,,,,,
102,{'weight_decay': 0.01},Adam,,,,,,,,TabTransformerModel,0.7328035831451416,0.7328035831451416,0.6271186470985413,0.6115288138389587,16.0,ReGLU,0.5,fraction,True,16.0,6.0,64.0,8.0,0.0,kaiming_uniform,0.1,True,0.1,0.0,,,,,,,,,,,,,,,,,,
103,{'weight_decay': 0.001},AdamW,,,,,,,,TabTransformerModel,0.6483942866325378,0.6483942866325378,0.6271186470985413,0.709273099899292,32.0,SwiGLU,0.5,add,True,8.0,6.0,16.0,8.0,0.0,kaiming_normal,0.1,False,0.1,0.0,,,,,,,,,,,,,,,,,,
104,{'weight_decay': 0.001},AdamW,,,,,,,,TabTransformerModel,0.740729570388794,0.740729570388794,0.7457627058029175,0.7092732191085815,,GEGLU,0.5,add,True,4.0,2.0,16.0,4.0,0.0,kaiming_uniform,0.0,False,0.2,0.1,,,,,,,,,,,,,,,,,,
105,{'weight_decay': 0.01},AdamW,,,,,,,,TabTransformerModel,0.6588155031204224,0.6588155031204224,0.6271186470985413,0.719298243522644,,GEGLU,0.75,fraction,False,8.0,2.0,32.0,8.0,0.1,kaiming_uniform,0.0,True,0.2,0.2,,,,,,,,,,,,,,,,,,
106,{'weight_decay': 0.001},AdamW,,,,,,,,TabTransformerModel,0.5392922759056091,0.5392922759056091,0.7288135886192322,0.7844611406326294,32.0,ReGLU,0.25,add,True,8.0,6.0,64.0,4.0,0.1,kaiming_uniform,0.2,True,0.1,0.0,,,,,,,,,,,,,,,,,,
107,{'weight_decay': 0.01},AdamW,,,,,,,,TabTransformerModel,0.6966708302497864,0.6966708302497864,0.6610169410705566,0.6553884744644165,32.0,ReGLU,0.75,fraction,False,8.0,4.0,16.0,2.0,0.0,kaiming_uniform,0.2,True,0.2,0.2,,,,,,,,,,,,,,,,,,
108,{'weight_decay': 0.01},AdamW,,,,,,,,TabTransformerModel,0.7718564867973328,0.7718564867973328,0.694915235042572,0.6829574108123779,32.0,GEGLU,0.5,fraction,False,8.0,4.0,64.0,4.0,0.1,kaiming_normal,0.1,False,0.0,0.1,,,,,,,,,,,,,,,,,,
109,{'weight_decay': 0.01},Adam,,,,,,,,TabTransformerModel,0.6892077326774597,0.6892077326774597,0.5762711763381958,0.6127820014953613,16.0,SwiGLU,0.5,add,True,8.0,2.0,32.0,4.0,0.0,kaiming_normal,0.2,False,0.2,0.1,,,,,,,,,,,,,,,,,,
110,{'weight_decay': 0.01},AdamW,,,,,,,,TabTransformerModel,0.6356343626976013,0.6356343626976013,0.6610169410705566,0.7218044996261597,,GEGLU,0.5,fraction,False,16.0,4.0,64.0,2.0,0.0,kaiming_uniform,0.1,False,0.1,0.0,,,,,,,,,,,,,,,,,,
111,{'weight_decay': 0.001},Adam,,,,,,,,TabTransformerModel,0.5914990901947021,0.5914990901947021,0.6779661178588867,0.756892204284668,,GEGLU,0.75,add,True,4.0,2.0,32.0,8.0,0.0,kaiming_normal,0.1,False,0.1,0.0,,,,,,,,,,,,,,,,,,
112,{'weight_decay': 0.001},Adam,,,,,,,,TabTransformerModel,0.6751161813735962,0.6751161813735962,0.694915235042572,0.6817042827606201,32.0,GEGLU,0.5,fraction,True,8.0,6.0,64.0,8.0,0.2,kaiming_normal,0.2,False,0.2,0.2,,,,,,,,,,,,,,,,,,
113,{'weight_decay': 0.01},Adam,,,,,,,,TabTransformerModel,0.6182892918586731,0.6182892918586731,0.6271186470985413,0.7468671798706055,16.0,GEGLU,0.5,add,True,4.0,6.0,64.0,4.0,0.2,kaiming_normal,0.1,False,0.2,0.2,,,,,,,,,,,,,,,,,,
114,{'weight_decay': 0.001},AdamW,,,,,,,,TabTransformerModel,0.5691643953323364,0.5691643953323364,0.694915235042572,0.7418546676635742,16.0,GEGLU,0.25,fraction,False,4.0,2.0,32.0,2.0,0.2,kaiming_uniform,0.0,True,0.0,0.1,,,,,,,,,,,,,,,,,,
115,{'weight_decay': 0.01},Adam,,,,,,,,TabTransformerModel,0.6066941022872925,0.6066941022872925,0.6779661178588867,0.7293233275413513,16.0,ReGLU,0.75,add,True,4.0,6.0,16.0,4.0,0.1,kaiming_normal,0.0,True,0.2,0.2,,,,,,,,,,,,,,,,,,
116,{'weight_decay': 0.001},AdamW,,,,,,,,TabTransformerModel,0.6585747599601746,0.6585747599601746,0.6779661178588867,0.7355890274047852,16.0,GEGLU,0.25,add,True,8.0,2.0,64.0,4.0,0.0,kaiming_uniform,0.0,False,0.1,0.2,,,,,,,,,,,,,,,,,,
117,{'weight_decay': 0.001},AdamW,,,,,,,,TabTransformerModel,0.6574395895004272,0.6574395895004272,0.6101694703102112,0.6203007698059082,32.0,ReGLU,0.25,fraction,False,8.0,2.0,32.0,4.0,0.1,kaiming_normal,0.1,False,0.0,0.0,,,,,,,,,,,,,,,,,,
118,{'weight_decay': 0.01},Adam,,,,,,,,TabTransformerModel,0.61087965965271,0.61087965965271,0.6610169410705566,0.6929824352264404,32.0,ReGLU,0.75,fraction,False,8.0,6.0,16.0,8.0,0.2,kaiming_normal,0.0,False,0.2,0.1,,,,,,,,,,,,,,,,,,
119,{'weight_decay': 0.001},AdamW,,,,,,,,TabTransformerModel,0.6410330533981323,0.6410330533981323,0.6101694703102112,0.6641603708267212,16.0,GEGLU,0.75,add,True,8.0,2.0,64.0,8.0,0.0,kaiming_normal,0.0,False,0.0,0.1,,,,,,,,,,,,,,,,,,
120,{'weight_decay': 0.01},AdamW,,,,,,,,TabTransformerModel,0.6168646216392517,0.6168646216392517,0.6610169410705566,0.7205513715744019,,SwiGLU,0.25,fraction,True,16.0,4.0,32.0,2.0,0.2,kaiming_normal,0.0,True,0.2,0.2,,,,,,,,,,,,,,,,,,
121,{'weight_decay': 0.001},Adam,,,,,,,,TabTransformerModel,0.681405782699585,0.681405782699585,0.6779661178588867,0.6716791391372681,16.0,GEGLU,0.25,add,False,8.0,6.0,16.0,2.0,0.2,kaiming_normal,0.2,False,0.2,0.0,,,,,,,,,,,,,,,,,,
122,{'weight_decay': 0.001},AdamW,,,,,,,,TabTransformerModel,0.6583144664764404,0.6583144664764404,0.5762711763381958,0.6604009866714478,32.0,SwiGLU,0.25,fraction,False,8.0,4.0,16.0,4.0,0.1,kaiming_normal,0.1,True,0.0,0.1,,,,,,,,,,,,,,,,,,
123,{'weight_decay': 0.01},Adam,,,,,,,,TabTransformerModel,0.6367571353912354,0.6367571353912354,0.6610169410705566,0.7017543315887451,,GEGLU,0.25,fraction,False,8.0,4.0,64.0,2.0,0.0,kaiming_uniform,0.2,True,0.0,0.2,,,,,,,,,,,,,,,,,,
124,{'weight_decay': 0.001},AdamW,,,,,,,,TabTransformerModel,0.6323227286338806,0.6323227286338806,0.7457627058029175,0.7380952835083008,16.0,GEGLU,0.5,add,True,16.0,2.0,32.0,4.0,0.1,kaiming_normal,0.2,False,0.1,0.1,,,,,,,,,,,,,,,,,,
125,{'weight_decay': 0.001},AdamW,,,,,,,,TabTransformerModel,0.4886292517185211,0.4886292517185211,0.7796609997749329,0.834586501121521,32.0,GEGLU,0.5,add,False,8.0,4.0,64.0,8.0,0.0,kaiming_uniform,0.2,False,0.2,0.0,,,,,,,,,,,,,,,,,,
126,{'weight_decay': 0.001},Adam,,,,,,,,TabTransformerModel,0.6277796626091003,0.6277796626091003,0.6440678238868713,0.7280701398849487,32.0,SwiGLU,0.75,fraction,True,4.0,6.0,64.0,4.0,0.1,kaiming_uniform,0.2,True,0.1,0.1,,,,,,,,,,,,,,,,,,
127,{'weight_decay': 0.01},AdamW,,,,,,,,TabTransformerModel,0.6950047016143799,0.6950047016143799,0.6440678238868713,0.6967418193817139,16.0,SwiGLU,0.25,fraction,True,4.0,6.0,64.0,4.0,0.0,kaiming_uniform,0.1,False,0.1,0.0,,,,,,,,,,,,,,,,,,
128,{'weight_decay': 0.01},AdamW,,,,,,,,TabTransformerModel,0.8137021660804749,0.8137021660804749,0.5762711763381958,0.6516290903091431,,ReGLU,0.5,add,True,4.0,4.0,16.0,2.0,0.2,kaiming_uniform,0.2,True,0.0,0.0,,,,,,,,,,,,,,,,,,
129,{'weight_decay': 0.01},Adam,,,,,,,,TabTransformerModel,0.6078621745109558,0.6078621745109558,0.6610169410705566,0.7155388593673706,32.0,GEGLU,0.75,fraction,False,16.0,4.0,16.0,4.0,0.1,kaiming_uniform,0.1,True,0.2,0.2,,,,,,,,,,,,,,,,,,
130,{'weight_decay': 0.001},Adam,,,,,,,,TabTransformerModel,0.6935082077980042,0.6935082077980042,0.6779661178588867,0.6428571939468384,,SwiGLU,0.5,add,True,8.0,6.0,32.0,2.0,0.1,kaiming_uniform,0.2,False,0.1,0.2,,,,,,,,,,,,,,,,,,
131,{'weight_decay': 0.01},AdamW,,,,,,,,TabTransformerModel,0.5366640090942383,0.5366640090942383,0.7457627058029175,0.7944862246513367,16.0,SwiGLU,0.25,fraction,False,8.0,2.0,16.0,4.0,0.1,kaiming_normal,0.1,True,0.1,0.1,,,,,,,,,,,,,,,,,,
